SEBC.ST	SKANDINAVISKA ENSKILDA BANKEN	0
SECO-B.ST	Seco Tools AB	0
SECOB.ST	Seco Tools AB	0
SECT-B.ST	Sectra AB	0
SECT-IL-B.ST	SECTRA-B- REDPFD 12	0
SECTB.ST	Sectra AB	0
SECU-B.ST	Securitas AB	0
SECUB.ST	Securitas AB	0
SEMC.ST	Semcon AB	0
SENS.ST	Sensys Traffic AB	0
SERS-B.ST	SWEDE RESOURCES -B-	0
SEZI.ST	SENZIME	0
SGLD-B.ST	STUREGULD -B-	0
SHB-A.ST	Svenska Handelsbanken	0
SHB-B.ST	Svenska Handelsbanken	0
SHBA.ST	Svenska Handelsbanken AB	0
SHBB.ST	SVENSKA HANDELSBANKEN AB	0
SHEL-B.ST	SHELTON PETROL -B-	0
SIGM-B.ST	Sigma AB	0
SIGMB.ST	Sigma Ab	0
SINT.ST	Sintercast AB	0
SIR.ST	Svensk Internetrekrytering AB	0
SIVE-BTA-1.ST	SIVERS IMA I13/1	0
SJOH-B.ST	SPORTJOHAN -B-	0
SJR-B.ST	SKA JOUR & REKR -B-	0
SKA-B.ST	Skanska AB	0
SKAB.ST	Skanska AB	0
SKF-A.ST	SKF	0
SKF-B.ST	SKF	0
SKFA.ST	SVENSKA KULLAGERFABRIKEN SKF AB	0
SKFB.ST	SKF AB	0
SKIS-B.ST	SkiStar AB	0
SKISB.ST	Skistar	0
SKMO.ST	Skane Mollan	0
SMAQ-B.ST	SMARTEQ -B-	0
SNM.ST	SHAMARAN PETROL	0
SOF-B.ST	Softronic AB	0
SOFB.ST	Softronic AB	0
SOGH.ST	SELENA OIL & GAS	0
SONGO.ST	Songa Offshore ASA	0
SPAG-BTA.ST	SPAGO IMAGING I12	0
SPEL.ST	PSI SPELINVEST	0
SRAB-B.ST	SRAB SHIP B	0
SRBANKO.ST	AUSTEVOLL SEAFOOD	0
SSAB-A.ST	SSAB Corp	0
SSAB-B.ST	SSAB Corp	0
SSABB.ST	SSAB SWEDISH STEEL	0
STAR.ST	STARBREEZE	0
STAV-B.ST	STAVRULLEN FINA -B-	0
STE-A.ST	STORA ENSO -A-	0
STE-R.ST	Stora Enso Oyj	0
STEA.ST	STORA ENSO OYJ	0
STEK.ST	Skanditek	0
STER.ST	STORA ENSO OYJ	0
STIL.ST	Stille AB	0
STRI-B.ST	1-618 STRICT -B-	0
STRM-B.ST	STORMFAGELN -B-	0
STVA-B.ST	STAR VAULT -B-	0
SUBCO.ST	SUBSEA 7	0
SVED-B.ST	Svedbergs i Dalstorp AB	0
SVEDB.ST	Svedbergs i Dalstorp AB	0
SVIK.ST	Studsvik AB	0
SVOL-A.ST	Svolder AB	0
SVOL-B.ST	Svolder AB	0
SVOLA.ST	SVOLDER -A-	0
SVOLB.ST	Svolder AB	0
SWEC-A.ST	Sweco AB	0
SWEC-B.ST	Sweco AB	0
SWECA.ST	Sweco AB	0
SWECB.ST	SWECO -B-	0
SWED-A.ST	Swedbank AB	0
SWED-PREF.ST	SWEDBANK PRF	0
SWMA.ST	Swedish Match AB	0
SWOL-B.ST	Swedol AB	0
SYKA.ST	SYSTEM KAPIT SVERIG	0
SYSE.ST	SYSTEMSEPARATION	0
SYSR.ST	SYSTEMAIR	0
TAGM-B.ST	TagMaster AB	0
TAGR.ST	TRIGON AGRI	0
TAUR-B.ST	Taurus Energy AB	0
TEL2-A.ST	Tele2 AB	0
TEL2-B.ST	Tele2 AB	0
TEL2A.ST	TELE2 -A-	0
TEL2B.ST	Tele2 Ab	0
TELC-B.ST	Teleca Ab	0
TELCB.ST	Teleca Ab	0
TELO.ST	Telenor ASA	0
TETY.ST	Tethys Oil AB	0
TGSO.ST	TGS-NOPEC Geophysical Company ASA	0
THALB.ST	Hifab Group AB	0
THK-B.ST	THENBERG&KINDE -B-	0
THK-TR-B.ST	T&K FOND RTS 13/B	0
TICK.ST	Ticket Travel Group AB	0
TIEN.ST	TietoEnator Oyj	0
TIGR.ST	TIGRAN TECHNOLOG.	0
TILG.ST	Tilgin AB	0
TLSN.ST	Teliasonera Ab	0
TOWO.ST	TOWORK SVERIGE	0
TP.ST	Travelpartner AB	0
TPEP.ST	Tripep Holding AB	0
TRAC-B.ST	Traction AB	0
TRACB.ST	Traction AB	0
TRAD.ST	TradeDoubler AB	0
TRAN-B.ST	TRANSFERATOR -B-	0
TRAT-B.ST	TRACTECHNOLOGY -B-	0
TREL-B.ST	Trelleborg AB	0
TRELB.ST	Trelleborg AB	0
TRIA.ST	TRIMERA	0
TRIC.ST	Tricorona Ab	0
TRTI.ST	TRETTI	0
TRUE-B.ST	TRUE HEADING -B-	0
TTSO.ST	BLOM	0
TWW-SDB-A.ST	TRANSCOM WW -A- SDR	0
TWW-SDB-B.ST	Transcom Worldwide SA	0
UFLX-B.ST	Uniflex AB	0
ULYS.ST	ULYSS	0
UNIB-SDB.ST	Unibet Group Plc	0
UTG.ST	UNL TRAVEL GROUP	0
VALU.ST	VALUETREE HLDNGS	0
VARY.ST	Varyag Resources AB	0
VBG-B.ST	VBG AB	0
VBGB.ST	VBG AB	0
VEND-B.ST	VENDATOR -B-	0
VFS-B.ST	VARML FIN SVE -B-	0
VICP.ST	VICTORIA PARK	0
VINO.ST	VINOVO	0
VIT-B.ST	VITEC SOFTWA GR -B-	0
VITB.ST	VITEC I UMEA -B-	0
VITR.ST	Vitrolife AB	0
VKG.ST	VKG Energy Services AB	0
VNIL-SDB.ST	VOST NAFTA INV SDB	0
VNV.ST	VITA NOVA VENTURES	0
VOLV-A.ST	VOLVO -A-	0
VOLV-B.ST	Volvo AB	0
VOLVA.ST	VOLVO -A-	0
VOLVB.ST	Volvo AB	0
VRG-B.ST	Venue Retail Group AB	0
WAFV-B.ST	Boras Wafveri AB	0
WAFVB.ST	Boras Wafveri AB	0
WALL-B.ST	Wallenstam Byggn	0
WALLB.ST	Wallenstam Byggn	0
WCSI.ST	WORLD CLASS INT	0
WEDB.ST	Venue Retail Group AB	0
WESC-BTA.ST	WESC I12	0
WESC.ST	WESC	0
WESTB.ST	Elos AB	0
WIHL.ST	Wihlborgs Fastigheter AB	0
WIKM.ST	WIKING MINERAL	0
WILSO.ST	BWG HOMES	0
WINT.ST	WEST INTERNATIONAL	0
WISE.ST	WISE GROUP	0
WJET.ST	WATER JET SWEDEN	0
WNT-TR.ST	WNTRESEARCH RTS13	0
WSAB-B.ST	WHITE SHARK -B-	0
WSIB-SDB.ST	West Siberian Resources Ltd.	0
XANO-B.ST	Xano Industri	0
XCG-B.ST	XTRACOM CONSUL -B-	0
XPON.ST	Xponcard Group Ab	0
XRF-B.ST	XRF ANALYTICAL  -B-	0
XTRA.ST	Xtranet Gruppen i Stockholm AB	0
YARO.ST	Yara International ASA	0
YILD-B.ST	YIELD -B-	0
ZZ-B.ST	Zinzino Holding AB	0
		0
